Jurisdiction,AbbreviatedDistrict,Full District Name,Type of Zoning District ,Is it an Overlay District?,1-Family,2-Family,3-Family,4+-Family,1-Family Min. Lot (ACRES),2-Family Min. Lot (ACRES),3-Family Min. Lot (ACRES),4+-Family Min. Lot (ACRES)
Bridgeport ,Legacy PDD,Legacy PDD,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Allowed/Conditional,,,,
Bridgeport ,Legacy MU-W,Legacy MU-W,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Allowed/Conditional,,,,10
Bridgeport ,OH,Historic Overlay,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Bridgewater,C,Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Bridgewater,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Bridgewater,R-2,R-2 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,2,3,2,
Bridgewater,R-3,R-3 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,3,4.5,,
Bridgewater,R-4,R-4 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,4,6,,
Bridgewater,TG,Town Green,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2,3,,
Bristol,A,Multifamily Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.13,0.13,0.13,0.13
Bristol,BD,Downtown Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Bristol,BG,General Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,0.34,0.34,0.34
Bristol,BHC,Route 72 Corridor Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.34,0.34,0.34
Bristol,BN,Neighborhood Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,0.34,0.34,0.34
Bristol,BT,Downtown/Neighborhood Transition,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.1147,0.14,0.14,0.14
Bristol,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Bristol,IP-1,Industrial Park IP-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Bristol,IP-25,Industrial Park IP-25,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Bristol,IP-3,Industrial Park IP-3,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Bristol,OSD ,Open Space Development,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,"10 in R-40, R-25; 6 if R-15"
Bristol,R-10,Residential R-10,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.2295,,,
Bristol,R-15,Residential R-15,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.3443,,,
Bristol,R-25,Residential R-25,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.58,,,
Bristol,R-40,Residential R-40,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9182,,,
Bristol,RM,Mixed Residential,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Prohibited,0.1147,0.14,0.16,
Brookfield,C-1,Regional Commercial,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,1.84,1.84,1.84
Brookfield,C-2,Neighborhood Commercial,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.46,,,
Brookfield,CG-N,Commercial Gateway North,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.92,,,
Brookfield,CG-S,Commercial Gateway South,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.46,,,
Brookfield,CP,Corporate Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Brookfield,I-1,Industrial,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,5,5,5
Brookfield,MC,Marine Commercial,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.23,5,5,
Brookfield,R-100,R-100 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,2.3,10,10,10
Brookfield,R-15,R-15 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.34,10,10,10
Brookfield,R-40,R-40 Residential ,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.92,10,10,10
Brookfield,R-60,R-60 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,1.38,10,10,10
Brookfield,R-7,R-7 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.16,10,10,10
Brookfield,R-80,R-80 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,1.84,10,10,10
Brookfield,TCD,Town Center,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,1,1,5
Brookfield,TCD-P,Town Center Perimeter Overlay,Mixed with Residential,Yes,Special Permit,Special Permit,Special Permit,Special Permit,0.23,,,1
Brooklyn,169Overlay,Scenic Route 169 Overlay,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Brooklyn,GC Overlay,Golf Course Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Brooklyn,GWPOverlay,Groundwater Protection Overlay,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Brooklyn,IND,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Brooklyn,MMUD,Mill Mixed Use Development,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,5,5
Brooklyn,NB,Neighborhood Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.23,,5,5
Brooklyn,Paradise Lake Overlay,Paradise Lake Overlay,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0,0,0,0
Brooklyn,PC,Planned Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Brooklyn,R-10,R-10 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.23,,5,5
Brooklyn,R-30,R-30 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.689,,5,5
Brooklyn,RA,Residential-Agricultural,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,2,,5,5
Brooklyn,RB,Restricted Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.459,,5,5
Brooklyn,VC,Village Center,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Prohibited,0.689,,5,
Burlington,CB,Central Business,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,4.75,4.75
Burlington,I,Industrial,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,1,,,
Burlington,NB,Neighborhood Business,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,1,1,4.75,4.75
Burlington,R-15,R-15 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.34,0.68,4.75,4.75
Burlington,R-44,R-44 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,1,0.68,4.75,4.75
Canaan/Falls Village,Floodplain Overlay,Floodplain Overlay,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Canaan/Falls Village,Housatonic River Overlay,Housatonic River Overlay,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Canaan/Falls Village,Incentive Housing Overlay,Incentive Housing Overlay,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Canaan/Falls Village,Light Industrial,Light Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canaan/Falls Village,Mountain Residential,Mountain Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,3.67,,,
Canaan/Falls Village,Quarry,Quarry,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canaan/Falls Village,Residential/Agricultural,Residential/Agricultural,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,1.84,2.75,,
Canaan/Falls Village,Rural Business,Rural Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Canaan/Falls Village,Steep Slope Overlay,Steep Slope Overlay,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Canaan/Falls Village,Village Business,Village Business,Mixed with Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.11,,,
Canaan/Falls Village,Village Residential,Village Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.46,0.69,,
Canterbury,RD,Rural,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,2,2,2,2
Canterbury,VC,Village Commercial,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,10
Canton,AAH,Active Adult Housing,Primarily Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Canton,B,Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canton,CB Overlay,Collinsville Business Overlay,Primarily Residential,Yes,Prohibited,Allowed/Conditional,Special Permit,Special Permit,,,,
Canton,CDVD,Collinsville Design Village,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Canton,CSH,Canton Specialty Housing,Primarily Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,
Canton,CVDVD,Canton Village Design Village,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Canton,EGDVD,East Gateway Design Village,Mixed with Residential,Yes,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,
Canton,GA,Garden Apartment,Primarily Residential,No,Prohibited,Prohibited,Prohibited,Allowed/Conditional,,,,
Canton,HCDVD,Harts Corner Design Village,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,
Canton,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canton,IH,Industrial Heritage,Mixed with Residential,No,Allowed/Conditional,Prohibited,Allowed/Conditional,Allowed/Conditional,0.14,,,
Canton,IP,Industrial Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canton,LITNO,Low Intensity/Transitional Neighborhood Office,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canton,MCPF,Municipal Community & Public Facilities,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Canton,MR,Mixed Residential,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,0.16,0.16,0.16
Canton,R-1,R-1 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.5 (front lot); 0.75 (rear),,,
Canton,R-2,R-2 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1 (front); 1 (rear),,,
Canton,R-3,R-3 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2 (front); 3 (rear),,,
Canton,R-SL,Residential-Secret Lake,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.5 (front); 0.75 (rear),,,
Chaplin,AZ,Aquifer Protection,Primarily Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Chaplin,B,Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2,4,,
Chaplin,CO,Corridor Overlay,Primarily Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Chaplin,L,Light Industry,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2,4,,
Chaplin,RAR,Rural Agricultural Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2,4,,
Cheshire,AHD,Affordable Housing,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Cheshire,ARPRD,Age Restricted Planned Residential Development,Primarily Residential,Yes,Special Permit,Special Permit,Prohibited,Prohibited,,,,
Cheshire,C-1,Commercial C-1,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.46,0.92,,
Cheshire,C-2,Commercial C-2,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.46,0.92,,
Cheshire,C-3,Commercial C-3,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.46,0.92,,
Cheshire,I-1,Industrial I-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Cheshire,I-2,Industrial I-2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Cheshire,I-C,Interchange,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,9.18,,,
Cheshire,I-CSDD,Interchange Special Development,Mixed with Residential,Yes,Allowed/Conditional,Special Permit,Special Permit,Special Permit,,,,
Cheshire,R-20,Residential R-20,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.46,0.92,,
Cheshire,R-20A,Residential R-20A,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.46,0.92,,
Cheshire,R-40,Residential R-40,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,0.92,1.84,,
Cheshire,R-80,Residential R-80,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,1.84,3.68,,
Cheshire,SARDD,Special Adaptive Reuse Development,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Chester,C,Commercial,No Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,,,,
Chester,CDD,Controlled Development,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Chester,PRD,Planned Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,5,,,
Chester,R-1,Residential R-1,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1,2,,
Chester,R-1/2,Residential R-1/2,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1,1,,
Chester,R-2,Residential R-2,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2,4,,
Chester,RLM,Research & Light Manufacturing,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Chester,TW2,Tidal Wetlands,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Chester,WDD2,Waterfront Design,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,B-1,Business-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,B-2,Business-2,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.23,0.23,0.23,0.23
Clinton,B-3,Business-3,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,B-4,Business-4,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,Coastal Area Management,Coastal Area Management,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Clinton,EMVD,East Main Street Village,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.23,0.23,0.23,0.23
Clinton,HD,Historic,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Clinton,I-1,Industrial-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,I-2,Industrial-2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,IDZ,Interchange Development,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,4.56,4.56
Clinton,IP,Industrial Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Clinton,M,Marine,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,0.23,0.23
Clinton,R-10,Residence R-10,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,,,
Clinton,R-15,Residence R-15,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.34,,,
Clinton,R-20,Residence R-20,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46,0.46,,
Clinton,R-30,Residence R-30,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.69,0.69,,
Clinton,R-40,Residence R-40,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Clinton,R-60,Residence R-60,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.38,,,
Clinton,R-80,Residence R-80,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.84,,,
Clinton,TO,Transit Oriented Development Overlay,Mixed with Residential,Yes,Prohibited,Prohibited,Special Permit,Special Permit,,,10,10
Clinton,V-Z,Village,Mixed with Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.23,0.23,,
Colchester,AC/ID,Arterial Commercial,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Colchester,FDD,Future Development,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,0.918273645546372,0.918273645546372
Colchester,RUD,Rural Use,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.84 (conservation subdivision); 2.75 (conventional),1.84 (conservation subdivision); 2.75 (conventional),,
Colchester,SZD,Suburban Use,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.688705234159779,0.918273645546372,4.01744719926538,4.01744719926538
Colchester,TC,Town Center,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.229568411386593,0.229568411386593,0.229568411386593,0.229568411386593
Colchester,WVD,Westchester Village,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.918273645546372,0.918273645546372,0.918273645546372,0.918273645546372
Colebrook,AP,Aquifer Protection Overlay,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
